
SQL*Plus: Release 11.2.0.3.0 Production on Wed Jun 12 15:39:13 2013

Copyright (c) 1982, 2011, Oracle.  All rights reserved.


Connected to:
Oracle Database 11g Enterprise Edition Release 11.2.0.3.0 - 64bit Production

SQL> SQL> 
USER_WM_IND_COLUMNS	       SYNONYM		   PUBLIC
USER_WM_IND_EXPRESSIONS        SYNONYM		   PUBLIC
USER_WM_IND_EXPRESSIONS        VIEW		   WMSYS
USER_WM_LOCKED_TABLES	       VIEW		   WMSYS
USER_WM_LOCKED_TABLES	       SYNONYM		   PUBLIC
USER_WM_MODIFIED_TABLES        VIEW		   WMSYS
USER_WM_MODIFIED_TABLES        SYNONYM		   PUBLIC
USER_WM_PRIVS		       SYNONYM		   PUBLIC
USER_WM_PRIVS		       VIEW		   WMSYS
USER_WM_RIC_INFO	       VIEW		   WMSYS
USER_WM_RIC_INFO	       SYNONYM		   PUBLIC
USER_WM_TAB_TRIGGERS	       VIEW		   WMSYS
USER_WM_TAB_TRIGGERS	       SYNONYM		   PUBLIC
USER_WM_VERSIONED_TABLES       SYNONYM		   PUBLIC
USER_WM_VERSIONED_TABLES       VIEW		   WMSYS
USER_WM_VT_ERRORS	       SYNONYM		   PUBLIC
USER_WM_VT_ERRORS	       VIEW		   WMSYS
USER_WORKSPACES 	       VIEW		   WMSYS
USER_WORKSPACES 	       SYNONYM		   PUBLIC
USER_WORKSPACE_PRIVS	       SYNONYM		   PUBLIC
USER_WORKSPACE_PRIVS	       VIEW		   WMSYS
USER_WORKSPACE_SAVEPOINTS      VIEW		   WMSYS
USER_WORKSPACE_SAVEPOINTS      SYNONYM		   PUBLIC
USER_XDS_ATTRIBUTE_SECS        SYNONYM		   PUBLIC
USER_XDS_ATTRIBUTE_SECS        VIEW		   SYS
USER_XDS_INSTANCE_SETS	       SYNONYM		   PUBLIC
USER_XDS_INSTANCE_SETS	       VIEW		   SYS
USER_XDS_OBJECTS	       SYNONYM		   PUBLIC
USER_XDS_OBJECTS	       VIEW		   SYS
USER_XML_COLUMN_NAMES	       SYNONYM		   PUBLIC
USER_XML_COLUMN_NAMES	       VIEW		   SYS
USER_XML_INDEXES	       VIEW		   SYS
USER_XML_INDEXES	       SYNONYM		   PUBLIC
USER_XML_PARTITIONED_TABLE_OK  FUNCTION 	   SYS
USER_XML_PARTITIONED_TABLE_OK  SYNONYM		   PUBLIC
USER_XML_SCHEMAS	       SYNONYM		   PUBLIC
USER_XML_SCHEMAS	       VIEW		   SYS
USER_XML_TABLES 	       VIEW		   SYS
USER_XML_TABLES 	       SYNONYM		   PUBLIC
USER_XML_TAB_COLS	       VIEW		   SYS
USER_XML_TAB_COLS	       SYNONYM		   PUBLIC
USER_XML_VIEWS		       SYNONYM		   PUBLIC
USER_XML_VIEWS		       VIEW		   SYS
USER_XML_VIEW_COLS	       VIEW		   SYS
USER_XML_VIEW_COLS	       SYNONYM		   PUBLIC
USUA			       SYNONYM		   PUBLIC
UTL_ALL_IND_COMPS	       VIEW		   SYS
UTL_ALL_IND_COMPS	       SYNONYM		   PUBLIC
UTL_BINARYINPUTSTREAM	       SYNONYM		   PUBLIC
UTL_BINARYINPUTSTREAM	       TYPE		   SYS
UTL_BINARYOUTPUTSTREAM	       SYNONYM		   PUBLIC
UTL_BINARYOUTPUTSTREAM	       TYPE		   SYS
UTL_CHARACTERINPUTSTREAM       TYPE		   SYS
UTL_CHARACTERINPUTSTREAM       SYNONYM		   PUBLIC
UTL_CHARACTEROUTPUTSTREAM      TYPE		   SYS
UTL_CHARACTEROUTPUTSTREAM      SYNONYM		   PUBLIC
UTL_COLL		       SYNONYM		   PUBLIC
UTL_COLL		       PACKAGE		   SYS
UTL_COMPRESS		       PACKAGE		   SYS
UTL_COMPRESS		       SYNONYM		   PUBLIC
UTL_ENCODE		       SYNONYM		   PUBLIC
UTL_ENCODE		       PACKAGE		   SYS
UTL_FILE		       SYNONYM		   PUBLIC
UTL_FILE		       PACKAGE		   SYS
UTL_GDK 		       SYNONYM		   PUBLIC
UTL_GDK 		       PACKAGE		   SYS
UTL_HTTP		       PACKAGE		   SYS
UTL_HTTP		       SYNONYM		   PUBLIC
UTL_I18N		       SYNONYM		   PUBLIC
UTL_I18N		       PACKAGE		   SYS
UTL_IDENT		       PACKAGE		   SYS
UTL_IDENT		       SYNONYM		   PUBLIC
UTL_INADDR		       PACKAGE		   SYS
UTL_INADDR		       SYNONYM		   PUBLIC
UTL_LMS 		       PACKAGE		   SYS
UTL_LMS 		       SYNONYM		   PUBLIC
UTL_MATCH		       PACKAGE		   SYS
UTL_MATCH		       SYNONYM		   PUBLIC
UTL_NLA 		       SYNONYM		   PUBLIC
UTL_NLA 		       PACKAGE		   SYS
UTL_NLA_ARRAY_DBL	       SYNONYM		   PUBLIC
UTL_NLA_ARRAY_DBL	       TYPE		   SYS
UTL_NLA_ARRAY_FLT	       TYPE		   SYS
UTL_NLA_ARRAY_FLT	       SYNONYM		   PUBLIC
UTL_NLA_ARRAY_INT	       TYPE		   SYS
UTL_NLA_ARRAY_INT	       SYNONYM		   PUBLIC
UTL_PG			       SYNONYM		   PUBLIC
UTL_RAW 		       PACKAGE		   SYS
UTL_RAW 		       SYNONYM		   PUBLIC
UTL_REF 		       SYNONYM		   PUBLIC
UTL_REF 		       PACKAGE		   SYS
UTL_SMTP		       SYNONYM		   PUBLIC
UTL_SMTP		       PACKAGE		   SYS
UTL_TCP 		       PACKAGE		   SYS
UTL_TCP 		       SYNONYM		   PUBLIC
UTL_URL 		       SYNONYM		   PUBLIC
UTL_URL 		       PACKAGE		   SYS
V$ACCESS		       SYNONYM		   PUBLIC
V$ACTIVE_INSTANCES	       SYNONYM		   PUBLIC
V$ACTIVE_SERVICES	       SYNONYM		   PUBLIC
V$ACTIVE_SESSION_HISTORY       SYNONYM		   PUBLIC
V$ACTIVE_SESS_POOL_MTH	       SYNONYM		   PUBLIC
V$ADVISOR_CURRENT_SQLPLAN      SYNONYM		   PUBLIC
V$ADVISOR_PROGRESS	       SYNONYM		   PUBLIC
V$ALERT_TYPES		       SYNONYM		   PUBLIC
V$AQ			       SYNONYM		   PUBLIC
V$AQ1			       SYNONYM		   PUBLIC
V$ARCHIVE		       SYNONYM		   PUBLIC
V$ARCHIVED_LOG		       SYNONYM		   PUBLIC
V$ARCHIVE_DEST		       SYNONYM		   PUBLIC
V$ARCHIVE_DEST_STATUS	       SYNONYM		   PUBLIC
V$ARCHIVE_GAP		       SYNONYM		   PUBLIC
V$ARCHIVE_PROCESSES	       SYNONYM		   PUBLIC
V$ASH_INFO		       SYNONYM		   PUBLIC
V$ASM_ACFSSNAPSHOTS	       SYNONYM		   PUBLIC
V$ASM_ACFSVOLUMES	       SYNONYM		   PUBLIC
V$ASM_ACFS_ENCRYPTION_INFO     SYNONYM		   PUBLIC
V$ASM_ACFS_SECURITY_INFO       SYNONYM		   PUBLIC
V$ASM_ALIAS		       SYNONYM		   PUBLIC
V$ASM_ATTRIBUTE 	       SYNONYM		   PUBLIC
V$ASM_CLIENT		       SYNONYM		   PUBLIC
V$ASM_DISK		       SYNONYM		   PUBLIC
V$ASM_DISKGROUP 	       SYNONYM		   PUBLIC
V$ASM_DISKGROUP_STAT	       SYNONYM		   PUBLIC
V$ASM_DISK_IOSTAT	       SYNONYM		   PUBLIC
V$ASM_DISK_STAT 	       SYNONYM		   PUBLIC
V$ASM_FILE		       SYNONYM		   PUBLIC
V$ASM_FILESYSTEM	       SYNONYM		   PUBLIC
V$ASM_OPERATION 	       SYNONYM		   PUBLIC
V$ASM_TEMPLATE		       SYNONYM		   PUBLIC
V$ASM_USER		       SYNONYM		   PUBLIC
V$ASM_USERGROUP 	       SYNONYM		   PUBLIC
V$ASM_USERGROUP_MEMBER	       SYNONYM		   PUBLIC
V$ASM_VOLUME		       SYNONYM		   PUBLIC
V$ASM_VOLUME_STAT	       SYNONYM		   PUBLIC
V$AW_AGGREGATE_OP	       SYNONYM		   PUBLIC
V$AW_ALLOCATE_OP	       SYNONYM		   PUBLIC
V$AW_CALC		       SYNONYM		   PUBLIC
V$AW_LONGOPS		       SYNONYM		   PUBLIC
V$AW_OLAP		       SYNONYM		   PUBLIC
V$AW_SESSION_INFO	       SYNONYM		   PUBLIC
V$BACKUP		       SYNONYM		   PUBLIC
V$BACKUP_ARCHIVELOG_DETAILS    SYNONYM		   PUBLIC
V$BACKUP_ARCHIVELOG_SUMMARY    SYNONYM		   PUBLIC
V$BACKUP_ASYNC_IO	       SYNONYM		   PUBLIC
V$BACKUP_CONTROLFILE_DETAILS   SYNONYM		   PUBLIC
V$BACKUP_CONTROLFILE_SUMMARY   SYNONYM		   PUBLIC
V$BACKUP_COPY_DETAILS	       SYNONYM		   PUBLIC
V$BACKUP_COPY_SUMMARY	       SYNONYM		   PUBLIC
V$BACKUP_CORRUPTION	       SYNONYM		   PUBLIC
V$BACKUP_DATAFILE	       SYNONYM		   PUBLIC
V$BACKUP_DATAFILE_DETAILS      SYNONYM		   PUBLIC
V$BACKUP_DATAFILE_SUMMARY      SYNONYM		   PUBLIC
V$BACKUP_DEVICE 	       SYNONYM		   PUBLIC
V$BACKUP_FILES		       SYNONYM		   PUBLIC
V$BACKUP_PIECE		       SYNONYM		   PUBLIC
V$BACKUP_PIECE_DETAILS	       SYNONYM		   PUBLIC
V$BACKUP_REDOLOG	       SYNONYM		   PUBLIC
V$BACKUP_SET		       SYNONYM		   PUBLIC
V$BACKUP_SET_DETAILS	       SYNONYM		   PUBLIC
V$BACKUP_SET_SUMMARY	       SYNONYM		   PUBLIC
V$BACKUP_SPFILE 	       SYNONYM		   PUBLIC
V$BACKUP_SPFILE_DETAILS        SYNONYM		   PUBLIC
V$BACKUP_SPFILE_SUMMARY        SYNONYM		   PUBLIC
V$BACKUP_SYNC_IO	       SYNONYM		   PUBLIC
V$BGPROCESS		       SYNONYM		   PUBLIC
V$BH			       SYNONYM		   PUBLIC
V$BLOCKING_QUIESCE	       SYNONYM		   PUBLIC
V$BLOCK_CHANGE_TRACKING        SYNONYM		   PUBLIC
V$BSP			       SYNONYM		   PUBLIC
V$BUFFERED_PUBLISHERS	       SYNONYM		   PUBLIC
V$BUFFERED_QUEUES	       SYNONYM		   PUBLIC
V$BUFFERED_SUBSCRIBERS	       SYNONYM		   PUBLIC
V$BUFFER_POOL		       SYNONYM		   PUBLIC
V$BUFFER_POOL_STATISTICS       SYNONYM		   PUBLIC
V$CALLTAG		       SYNONYM		   PUBLIC
V$CELL			       SYNONYM		   PUBLIC
V$CELL_CONFIG		       SYNONYM		   PUBLIC
V$CELL_REQUEST_TOTALS	       SYNONYM		   PUBLIC
V$CELL_STATE		       SYNONYM		   PUBLIC
V$CELL_THREAD_HISTORY	       SYNONYM		   PUBLIC
V$CIRCUIT		       SYNONYM		   PUBLIC
V$CLASS_CACHE_TRANSFER	       SYNONYM		   PUBLIC
V$CLASS_PING		       SYNONYM		   PUBLIC
V$CLIENT_STATS		       SYNONYM		   PUBLIC
V$CLUSTER_INTERCONNECTS        SYNONYM		   PUBLIC
V$CONFIGURED_INTERCONNECTS     SYNONYM		   PUBLIC
V$CONTEXT		       SYNONYM		   PUBLIC
V$CONTROLFILE		       SYNONYM		   PUBLIC
V$CONTROLFILE_RECORD_SECTION   SYNONYM		   PUBLIC
V$COPY_CORRUPTION	       SYNONYM		   PUBLIC
V$CORRUPT_XID_LIST	       SYNONYM		   PUBLIC
V$CPOOL_CC_INFO 	       SYNONYM		   PUBLIC
V$CPOOL_CC_STATS	       SYNONYM		   PUBLIC
V$CPOOL_CONN_INFO	       SYNONYM		   PUBLIC
V$CPOOL_STATS		       SYNONYM		   PUBLIC
V$CR_BLOCK_SERVER	       SYNONYM		   PUBLIC
V$CURRENT_BLOCK_SERVER	       SYNONYM		   PUBLIC
V$DATABASE		       SYNONYM		   PUBLIC
V$DATABASE_BLOCK_CORRUPTION    SYNONYM		   PUBLIC
V$DATABASE_INCARNATION	       SYNONYM		   PUBLIC
V$DATABASE_KEY_INFO	       SYNONYM		   PUBLIC
V$DATAFILE		       SYNONYM		   PUBLIC
V$DATAFILE_COPY 	       SYNONYM		   PUBLIC
V$DATAFILE_HEADER	       SYNONYM		   PUBLIC
V$DATAGUARD_CONFIG	       SYNONYM		   PUBLIC
V$DATAGUARD_STATS	       SYNONYM		   PUBLIC
V$DATAGUARD_STATUS	       SYNONYM		   PUBLIC
V$DATAPUMP_JOB		       SYNONYM		   PUBLIC
V$DATAPUMP_SESSION	       SYNONYM		   PUBLIC
V$DBFILE		       SYNONYM		   PUBLIC
V$DBLINK		       SYNONYM		   PUBLIC
V$DB_CACHE_ADVICE	       SYNONYM		   PUBLIC
V$DB_OBJECT_CACHE	       SYNONYM		   PUBLIC
V$DB_PIPES		       SYNONYM		   PUBLIC
V$DB_TRANSPORTABLE_PLATFORM    SYNONYM		   PUBLIC
V$DELETED_OBJECT	       SYNONYM		   PUBLIC
V$DETACHED_SESSION	       SYNONYM		   PUBLIC
V$DIAG_ADR_CONTROL	       SYNONYM		   PUBLIC
V$DIAG_ADR_INVALIDATION        SYNONYM		   PUBLIC
V$DIAG_ALERT_EXT	       SYNONYM		   PUBLIC
V$DIAG_AMS_XACTION	       SYNONYM		   PUBLIC
V$DIAG_CRITICAL_ERROR	       SYNONYM		   PUBLIC
V$DIAG_DDE_USER_ACTION	       SYNONYM		   PUBLIC
V$DIAG_DDE_USER_ACTION_DEF     SYNONYM		   PUBLIC
V$DIAG_DDE_USR_ACT_PARAM       SYNONYM		   PUBLIC
V$DIAG_DDE_USR_ACT_PARAM_DEF   SYNONYM		   PUBLIC
V$DIAG_DDE_USR_INC_ACT_MAP     SYNONYM		   PUBLIC
V$DIAG_DDE_USR_INC_TYPE        SYNONYM		   PUBLIC
V$DIAG_DFW_CONFIG_CAPTURE      SYNONYM		   PUBLIC
V$DIAG_DFW_CONFIG_ITEM	       SYNONYM		   PUBLIC
V$DIAG_DIAGV_INCIDENT	       SYNONYM		   PUBLIC
V$DIAG_DIR_EXT		       SYNONYM		   PUBLIC
V$DIAG_EM_DIAG_JOB	       SYNONYM		   PUBLIC
V$DIAG_EM_TARGET_INFO	       SYNONYM		   PUBLIC
V$DIAG_EM_USER_ACTIVITY        SYNONYM		   PUBLIC
V$DIAG_HM_FDG_SET	       SYNONYM		   PUBLIC
V$DIAG_HM_FINDING	       SYNONYM		   PUBLIC
V$DIAG_HM_INFO		       SYNONYM		   PUBLIC
V$DIAG_HM_MESSAGE	       SYNONYM		   PUBLIC
V$DIAG_HM_RECOMMENDATION       SYNONYM		   PUBLIC
V$DIAG_HM_RUN		       SYNONYM		   PUBLIC
V$DIAG_INCCKEY		       SYNONYM		   PUBLIC
V$DIAG_INCIDENT 	       SYNONYM		   PUBLIC
V$DIAG_INCIDENT_FILE	       SYNONYM		   PUBLIC
V$DIAG_INC_METER_CONFIG        SYNONYM		   PUBLIC
V$DIAG_INC_METER_IMPT_DEF      SYNONYM		   PUBLIC
V$DIAG_INC_METER_INFO	       SYNONYM		   PUBLIC
V$DIAG_INC_METER_PK_IMPTS      SYNONYM		   PUBLIC
V$DIAG_INC_METER_SUMMARY       SYNONYM		   PUBLIC
V$DIAG_INFO		       SYNONYM		   PUBLIC
V$DIAG_IPS_CONFIGURATION       SYNONYM		   PUBLIC
V$DIAG_IPS_FILE_COPY_LOG       SYNONYM		   PUBLIC
V$DIAG_IPS_FILE_METADATA       SYNONYM		   PUBLIC
V$DIAG_IPS_PACKAGE	       SYNONYM		   PUBLIC
V$DIAG_IPS_PACKAGE_FILE        SYNONYM		   PUBLIC
V$DIAG_IPS_PACKAGE_HISTORY     SYNONYM		   PUBLIC
V$DIAG_IPS_PACKAGE_INCIDENT    SYNONYM		   PUBLIC
V$DIAG_IPS_PKG_UNPACK_HIST     SYNONYM		   PUBLIC
V$DIAG_IPS_PROGRESS_LOG        SYNONYM		   PUBLIC
V$DIAG_IPS_REMOTE_PACKAGE      SYNONYM		   PUBLIC
V$DIAG_PICKLEERR	       SYNONYM		   PUBLIC
V$DIAG_PROBLEM		       SYNONYM		   PUBLIC
V$DIAG_RELMD_EXT	       SYNONYM		   PUBLIC
V$DIAG_SWEEPERR 	       SYNONYM		   PUBLIC
V$DIAG_VEM_USER_ACTLOG	       SYNONYM		   PUBLIC
V$DIAG_VEM_USER_ACTLOG1        SYNONYM		   PUBLIC
V$DIAG_VHM_RUN		       SYNONYM		   PUBLIC
V$DIAG_VIEW		       SYNONYM		   PUBLIC
V$DIAG_VIEWCOL		       SYNONYM		   PUBLIC
V$DIAG_VINCIDENT	       SYNONYM		   PUBLIC
V$DIAG_VINCIDENT_FILE	       SYNONYM		   PUBLIC
V$DIAG_VINC_METER_INFO	       SYNONYM		   PUBLIC
V$DIAG_VIPS_FILE_COPY_LOG      SYNONYM		   PUBLIC
V$DIAG_VIPS_FILE_METADATA      SYNONYM		   PUBLIC
V$DIAG_VIPS_PACKAGE_FILE       SYNONYM		   PUBLIC
V$DIAG_VIPS_PACKAGE_HISTORY    SYNONYM		   PUBLIC
V$DIAG_VIPS_PACKAGE_MAIN_INT   SYNONYM		   PUBLIC
V$DIAG_VIPS_PACKAGE_SIZE       SYNONYM		   PUBLIC
V$DIAG_VIPS_PKG_FILE	       SYNONYM		   PUBLIC
V$DIAG_VIPS_PKG_INC_CAND       SYNONYM		   PUBLIC
V$DIAG_VIPS_PKG_INC_DTL        SYNONYM		   PUBLIC
V$DIAG_VIPS_PKG_INC_DTL1       SYNONYM		   PUBLIC
V$DIAG_VIPS_PKG_MAIN_PROBLEM   SYNONYM		   PUBLIC
V$DIAG_VNOT_EXIST_INCIDENT     SYNONYM		   PUBLIC
V$DIAG_VPROBLEM 	       SYNONYM		   PUBLIC
V$DIAG_VPROBLEM1	       SYNONYM		   PUBLIC
V$DIAG_VPROBLEM2	       SYNONYM		   PUBLIC
V$DIAG_VPROBLEM_BUCKET	       SYNONYM		   PUBLIC
V$DIAG_VPROBLEM_BUCKET1        SYNONYM		   PUBLIC
V$DIAG_VPROBLEM_BUCKET_COUNT   SYNONYM		   PUBLIC
V$DIAG_VPROBLEM_INT	       SYNONYM		   PUBLIC
V$DIAG_VPROBLEM_LASTINC        SYNONYM		   PUBLIC
V$DIAG_VSHOWCATVIEW	       SYNONYM		   PUBLIC
V$DIAG_VSHOWINCB	       SYNONYM		   PUBLIC
V$DIAG_VSHOWINCB_I	       SYNONYM		   PUBLIC
V$DIAG_VTEST_EXISTS	       SYNONYM		   PUBLIC
V$DIAG_V_ACTINC 	       SYNONYM		   PUBLIC
V$DIAG_V_ACTPROB	       SYNONYM		   PUBLIC
V$DIAG_V_INCCOUNT	       SYNONYM		   PUBLIC
V$DIAG_V_INCFCOUNT	       SYNONYM		   PUBLIC
V$DIAG_V_INC_METER_INFO_PROB   SYNONYM		   PUBLIC
V$DIAG_V_IPSPRBCNT	       SYNONYM		   PUBLIC
V$DIAG_V_IPSPRBCNT1	       SYNONYM		   PUBLIC
V$DIAG_V_NFCINC 	       SYNONYM		   PUBLIC
V$DIAG_V_SWPERRCOUNT	       SYNONYM		   PUBLIC
V$DISPATCHER		       SYNONYM		   PUBLIC
V$DISPATCHER_CONFIG	       SYNONYM		   PUBLIC
V$DISPATCHER_RATE	       SYNONYM		   PUBLIC
V$DLM_ALL_LOCKS 	       SYNONYM		   PUBLIC
V$DLM_CONVERT_LOCAL	       SYNONYM		   PUBLIC
V$DLM_CONVERT_REMOTE	       SYNONYM		   PUBLIC
V$DLM_LATCH		       SYNONYM		   PUBLIC
V$DLM_LOCKS		       SYNONYM		   PUBLIC
V$DLM_MISC		       SYNONYM		   PUBLIC
V$DLM_RESS		       SYNONYM		   PUBLIC
V$DLM_TRAFFIC_CONTROLLER       SYNONYM		   PUBLIC
V$DNFS_CHANNELS 	       SYNONYM		   PUBLIC
V$DNFS_FILES		       SYNONYM		   PUBLIC
V$DNFS_SERVERS		       SYNONYM		   PUBLIC
V$DNFS_STATS		       SYNONYM		   PUBLIC
V$DYNAMIC_REMASTER_STATS       SYNONYM		   PUBLIC
V$EMON			       SYNONYM		   PUBLIC
V$ENABLEDPRIVS		       SYNONYM		   PUBLIC
V$ENCRYPTED_TABLESPACES        SYNONYM		   PUBLIC
V$ENCRYPTION_WALLET	       SYNONYM		   PUBLIC
V$ENQUEUE_LOCK		       SYNONYM		   PUBLIC
V$ENQUEUE_STAT		       SYNONYM		   PUBLIC
V$ENQUEUE_STATISTICS	       SYNONYM		   PUBLIC
V$EVENTMETRIC		       SYNONYM		   PUBLIC
V$EVENT_HISTOGRAM	       SYNONYM		   PUBLIC
V$EVENT_NAME		       SYNONYM		   PUBLIC
V$EXECUTION		       SYNONYM		   PUBLIC
V$FAST_START_SERVERS	       SYNONYM		   PUBLIC
V$FAST_START_TRANSACTIONS      SYNONYM		   PUBLIC
V$FILEMETRIC		       SYNONYM		   PUBLIC
V$FILEMETRIC_HISTORY	       SYNONYM		   PUBLIC
V$FILESPACE_USAGE	       SYNONYM		   PUBLIC
V$FILESTAT		       SYNONYM		   PUBLIC
V$FILESTATXS		       SYNONYM		   PUBLIC
V$FILE_CACHE_TRANSFER	       SYNONYM		   PUBLIC
V$FILE_HISTOGRAM	       SYNONYM		   PUBLIC
V$FILE_OPTIMIZED_HISTOGRAM     SYNONYM		   PUBLIC
V$FILE_PING		       SYNONYM		   PUBLIC
V$FIXED_TABLE		       SYNONYM		   PUBLIC
V$FIXED_VIEW_DEFINITION        SYNONYM		   PUBLIC
V$FLASHBACK_DATABASE_LOG       SYNONYM		   PUBLIC
V$FLASHBACK_DATABASE_LOGFILE   SYNONYM		   PUBLIC
V$FLASHBACK_DATABASE_STAT      SYNONYM		   PUBLIC
V$FLASHBACK_TXN_GRAPH	       SYNONYM		   PUBLIC
V$FLASHBACK_TXN_MODS	       SYNONYM		   PUBLIC
V$FLASH_RECOVERY_AREA_USAGE    SYNONYM		   PUBLIC
V$FOREIGN_ARCHIVED_LOG	       SYNONYM		   PUBLIC
V$FS_FAILOVER_HISTOGRAM        SYNONYM		   PUBLIC
V$FS_FAILOVER_STATS	       SYNONYM		   PUBLIC
V$GCSHVMASTER_INFO	       SYNONYM		   PUBLIC
V$GCSPFMASTER_INFO	       SYNONYM		   PUBLIC
V$GC_ELEMENT		       SYNONYM		   PUBLIC
V$GC_ELEMENTS_WITH_COLLISIONS  SYNONYM		   PUBLIC
V$GES_BLOCKING_ENQUEUE	       SYNONYM		   PUBLIC
V$GES_ENQUEUE		       SYNONYM		   PUBLIC
V$GLOBALCONTEXT 	       SYNONYM		   PUBLIC
V$GLOBAL_BLOCKED_LOCKS	       SYNONYM		   PUBLIC
V$GLOBAL_TRANSACTION	       SYNONYM		   PUBLIC
V$GOLDENGATE_CAPTURE	       SYNONYM		   PUBLIC
V$GOLDENGATE_MESSAGE_TRACKING  SYNONYM		   PUBLIC
V$GOLDENGATE_TABLE_STATS       SYNONYM		   PUBLIC
V$GOLDENGATE_TRANSACTION       SYNONYM		   PUBLIC
V$HANG_INFO		       SYNONYM		   PUBLIC
V$HANG_SESSION_INFO	       SYNONYM		   PUBLIC
V$HANG_STATISTICS	       SYNONYM		   PUBLIC
V$HM_CHECK		       SYNONYM		   PUBLIC
V$HM_CHECK_PARAM	       SYNONYM		   PUBLIC
V$HM_FINDING		       SYNONYM		   PUBLIC
V$HM_INFO		       SYNONYM		   PUBLIC
V$HM_RECOMMENDATION	       SYNONYM		   PUBLIC
V$HM_RUN		       SYNONYM		   PUBLIC
V$HS_AGENT		       SYNONYM		   PUBLIC
V$HS_PARAMETER		       SYNONYM		   PUBLIC
V$HS_SESSION		       SYNONYM		   PUBLIC
V$HVMASTER_INFO 	       SYNONYM		   PUBLIC
V$INCMETER_CONFIG	       SYNONYM		   PUBLIC
V$INCMETER_INFO 	       SYNONYM		   PUBLIC
V$INCMETER_SUMMARY	       SYNONYM		   PUBLIC
V$INDEXED_FIXED_COLUMN	       SYNONYM		   PUBLIC
V$INSTANCE		       SYNONYM		   PUBLIC
V$INSTANCE_CACHE_TRANSFER      SYNONYM		   PUBLIC
V$INSTANCE_LOG_GROUP	       SYNONYM		   PUBLIC
V$INSTANCE_RECOVERY	       SYNONYM		   PUBLIC
V$IOFUNCMETRIC		       SYNONYM		   PUBLIC
V$IOFUNCMETRIC_HISTORY	       SYNONYM		   PUBLIC
V$IOSTAT_CONSUMER_GROUP        SYNONYM		   PUBLIC
V$IOSTAT_FILE		       SYNONYM		   PUBLIC
V$IOSTAT_FUNCTION	       SYNONYM		   PUBLIC
V$IOSTAT_FUNCTION_DETAIL       SYNONYM		   PUBLIC
V$IOSTAT_NETWORK	       SYNONYM		   PUBLIC
V$IO_CALIBRATION_STATUS        SYNONYM		   PUBLIC
V$IR_FAILURE		       SYNONYM		   PUBLIC
V$IR_FAILURE_SET	       SYNONYM		   PUBLIC
V$IR_MANUAL_CHECKLIST	       SYNONYM		   PUBLIC
V$IR_REPAIR		       SYNONYM		   PUBLIC
V$JAVAPOOL		       SYNONYM		   PUBLIC
V$JAVA_LIBRARY_CACHE_MEMORY    SYNONYM		   PUBLIC
V$JAVA_POOL_ADVICE	       SYNONYM		   PUBLIC
V$LATCH 		       SYNONYM		   PUBLIC
V$LATCHHOLDER		       SYNONYM		   PUBLIC
V$LATCHNAME		       SYNONYM		   PUBLIC
V$LATCH_CHILDREN	       SYNONYM		   PUBLIC
V$LATCH_MISSES		       SYNONYM		   PUBLIC
V$LATCH_PARENT		       SYNONYM		   PUBLIC
V$LIBCACHE_LOCKS	       SYNONYM		   PUBLIC
V$LIBRARYCACHE		       SYNONYM		   PUBLIC
V$LIBRARY_CACHE_MEMORY	       SYNONYM		   PUBLIC
V$LICENSE		       SYNONYM		   PUBLIC
V$LISTENER_NETWORK	       SYNONYM		   PUBLIC
V$LOADCSTAT		       SYNONYM		   PUBLIC
V$LOADISTAT		       SYNONYM		   PUBLIC
V$LOADPSTAT		       SYNONYM		   PUBLIC
V$LOADTSTAT		       SYNONYM		   PUBLIC
V$LOBSTAT		       SYNONYM		   PUBLIC
V$LOCK			       SYNONYM		   PUBLIC
V$LOCKED_OBJECT 	       SYNONYM		   PUBLIC
V$LOCKS_WITH_COLLISIONS        SYNONYM		   PUBLIC
V$LOCK_ACTIVITY 	       SYNONYM		   PUBLIC
V$LOCK_ELEMENT		       SYNONYM		   PUBLIC
V$LOCK_TYPE		       SYNONYM		   PUBLIC
V$LOG			       SYNONYM		   PUBLIC
V$LOGFILE		       SYNONYM		   PUBLIC
V$LOGHIST		       SYNONYM		   PUBLIC
V$LOGMNR_CALLBACK	       SYNONYM		   PUBLIC
V$LOGMNR_CONTENTS	       SYNONYM		   PUBLIC
V$LOGMNR_DICTIONARY	       SYNONYM		   PUBLIC
V$LOGMNR_DICTIONARY_LOAD       SYNONYM		   PUBLIC
V$LOGMNR_LATCH		       SYNONYM		   PUBLIC
V$LOGMNR_LOGFILE	       SYNONYM		   PUBLIC
V$LOGMNR_LOGS		       SYNONYM		   PUBLIC
V$LOGMNR_PARAMETERS	       SYNONYM		   PUBLIC
V$LOGMNR_PROCESS	       SYNONYM		   PUBLIC
V$LOGMNR_REGION 	       SYNONYM		   PUBLIC
V$LOGMNR_SESSION	       SYNONYM		   PUBLIC
V$LOGMNR_STATS		       SYNONYM		   PUBLIC
V$LOGMNR_TRANSACTION	       SYNONYM		   PUBLIC
V$LOGSTDBY		       SYNONYM		   PUBLIC
V$LOGSTDBY_PROCESS	       SYNONYM		   PUBLIC
V$LOGSTDBY_PROGRESS	       SYNONYM		   PUBLIC
V$LOGSTDBY_STATE	       SYNONYM		   PUBLIC
V$LOGSTDBY_STATS	       SYNONYM		   PUBLIC
V$LOGSTDBY_TRANSACTION	       SYNONYM		   PUBLIC
